,Регион,Год,Выброс загрезнений(тыс.тонн),Unnamed: 0,index,ranks
147,Актюбинская,2019,135,,253.6,143
146,Актюбинская,2019,135,,251.8,144
145,Актюбинская,2019,135,,250.0,145
144,Актюбинская,2019,135,,248.2,146
143,Актюбинская,2019,135,,246.4,147
142,Актюбинская,2019,135,,244.6,148
141,Актюбинская,2019,135,,242.8,149
140,Актюбинская,2019,136,,241.0,150
149,Алматинская,2019,46,,258.2,141
148,Алматинская,2019,46,,256.4,142
147,Алматинская,2019,46,,254.6,143
146,Алматинская,2019,46,,252.8,144
145,Алматинская,2019,47,,251.0,145
144,Алматинская,2019,47,,249.2,146
143,Алматинская,2019,47,,247.4,147
142,Алматинская,2019,47,,245.6,148
141,Алматинская,2019,47,,243.8,149
140,Алматинская,2019,48,,242.0,150
149,Алматы,2019,44,,271.2,141
148,Алматы,2019,44,,269.4,142
147,Алматы,2019,44,,267.6,143
146,Алматы,2019,44,,265.8,144
145,Алматы,2019,45,,264.0,145
144,Алматы,2019,45,,262.2,146
143,Алматы,2019,45,,260.4,147
142,Алматы,2019,45,,258.6,148
141,Алматы,2019,45,,256.8,149
140,Алматы,2019,46,,255.0,150
149,Астана,2019,62,,270.2,141
148,Астана,2019,62,,268.4,142
147,Астана,2019,62,,266.6,143
146,Астана,2019,63,,264.8,144
145,Астана,2019,63,,263.0,145
144,Астана,2019,63,,261.2,146
143,Астана,2019,64,,259.4,147
142,Астана,2019,64,,257.6,148
141,Астана,2019,64,,255.8,149
140,Астана,2019,65,,254.0,150
149,Атырауская,2019,154,,259.2,141
148,Атырауская,2019,155,,257.4,142
147,Атырауская,2019,156,,255.6,143
146,Атырауская,2019,157,,253.8,144
145,Атырауская,2019,158,,252.0,145
144,Атырауская,2019,159,,250.2,146
143,Атырауская,2019,160,,248.4,147
142,Атырауская,2019,161,,246.6,148
141,Атырауская,2019,162,,244.8,149
140,Атырауская,2019,164,,243.0,150
149,ВКО,2019,127,,269.2,141
148,ВКО,2019,127,,267.4,142
147,ВКО,2019,127,,265.6,143
146,ВКО,2019,127,,263.8,144
145,ВКО,2019,127,,262.0,145
144,ВКО,2019,127,,260.2,146
143,ВКО,2019,127,,258.4,147
142,ВКО,2019,127,,256.6,148
141,ВКО,2019,127,,254.8,149
140,ВКО,2019,128,,253.0,150
140,Жамбылская,2019,55,,245.0,141
141,Жамбылская,2019,55,,246.8,142
142,Жамбылская,2019,55,,248.6,143
143,Жамбылская,2019,55,,250.4,144
144,Жамбылская,2019,55,,252.2,145
145,Жамбылская,2019,55,,254.0,146
146,Жамбылская,2019,55,,255.8,147
147,Жамбылская,2019,55,,257.6,148
148,Жамбылская,2019,55,,259.4,149
149,Жамбылская,2019,55,,261.2,150
149,ЗКО,2019,31,,260.2,141
148,ЗКО,2019,32,,258.4,142
147,ЗКО,2019,33,,256.6,143
146,ЗКО,2019,34,,254.8,144
145,ЗКО,2019,35,,253.0,145
144,ЗКО,2019,36,,251.2,146
143,ЗКО,2019,37,,249.4,147
142,ЗКО,2019,38,,247.6,148
141,ЗКО,2019,39,,245.8,149
140,ЗКО,2019,41,,244.0,150
149,Карагандинская,2019,628,,262.2,141
148,Карагандинская,2019,629,,260.4,142
147,Карагандинская,2019,631,,258.6,143
146,Карагандинская,2019,632,,256.8,144
145,Карагандинская,2019,634,,255.0,145
144,Карагандинская,2019,635,,253.2,146
143,Карагандинская,2019,636,,251.4,147
142,Карагандинская,2019,638,,249.6,148
141,Карагандинская,2019,639,,247.8,149
140,Карагандинская,2019,641,,246.0,150
149,Костанайская,2019,123,,263.2,141
148,Костанайская,2019,124,,261.4,142
147,Костанайская,2019,125,,259.6,143
146,Костанайская,2019,125,,257.8,144
145,Костанайская,2019,126,,256.0,145
144,Костанайская,2019,127,,254.2,146
143,Костанайская,2019,127,,252.4,147
142,Костанайская,2019,128,,250.6,148
141,Костанайская,2019,129,,248.8,149
140,Костанайская,2019,130,,247.0,150
140,Кызылординская,2019,24,,248.0,141
141,Кызылординская,2019,24,,249.8,142
142,Кызылординская,2019,24,,251.6,143
143,Кызылординская,2019,25,,253.4,144
144,Кызылординская,2019,25,,255.2,145
145,Кызылординская,2019,26,,257.0,146
146,Кызылординская,2019,26,,258.8,147
147,Кызылординская,2019,26,,260.6,148
148,Кызылординская,2019,27,,262.4,149
149,Кызылординская,2019,27,,264.2,150
140,Мангистауская,2019,64,,249.0,141
141,Мангистауская,2019,64,,250.8,142
142,Мангистауская,2019,65,,252.6,143
143,Мангистауская,2019,66,,254.4,144
144,Мангистауская,2019,67,,256.2,145
145,Мангистауская,2019,68,,258.0,146
146,Мангистауская,2019,68,,259.8,147
147,Мангистауская,2019,69,,261.6,148
148,Мангистауская,2019,70,,263.4,149
149,Мангистауская,2019,71,,265.2,150
140,Павлодарская,2019,721,,250.0,141
141,Павлодарская,2019,721,,251.8,142
142,Павлодарская,2019,721,,253.6,143
143,Павлодарская,2019,721,,255.4,144
144,Павлодарская,2019,721,,257.2,145
145,Павлодарская,2019,722,,259.0,146
146,Павлодарская,2019,722,,260.8,147
147,Павлодарская,2019,722,,262.6,148
148,Павлодарская,2019,722,,264.4,149
149,Павлодарская,2019,722,,266.2,150
149,Республика Казахстан,2019,2445,,255.2,141
148,Республика Казахстан,2019,2449,,253.4,142
147,Республика Казахстан,2019,2453,,251.6,143
146,Республика Казахстан,2019,2457,,249.8,144
145,Республика Казахстан,2019,2462,,248.0,145
144,Республика Казахстан,2019,2466,,246.2,146
143,Республика Казахстан,2019,2470,,244.4,147
142,Республика Казахстан,2019,2474,,242.6,148
141,Республика Казахстан,2019,2478,,240.8,149
140,Республика Казахстан,2019,2483,,239.0,150
140,СКО,2019,74,,251.0,141
141,СКО,2019,74,,252.8,142
142,СКО,2019,74,,254.6,143
143,СКО,2019,74,,256.4,144
144,СКО,2019,74,,258.2,145
145,СКО,2019,75,,260.0,146
146,СКО,2019,75,,261.8,147
147,СКО,2019,75,,263.6,148
148,СКО,2019,75,,265.4,149
149,СКО,2019,75,,267.2,150
19,Туркестанская ,2019,28,,268.2,11
18,Туркестанская ,2019,29,,266.4,12
17,Туркестанская ,2019,29,,264.6,13
16,Туркестанская ,2019,30,,262.8,14
15,Туркестанская ,2019,30,,261.0,15
14,Туркестанская ,2019,31,,259.2,16
13,Туркестанская ,2019,31,,257.4,17
12,Туркестанская ,2019,32,,255.6,18
11,Туркестанская ,2019,32,,253.8,19
10,Туркестанская ,2019,33,,252.0,20
10,г.Шымкент,2019,29,,256.0,11
11,г.Шымкент,2019,29,,257.8,12
12,г.Шымкент,2019,29,,259.6,13
13,г.Шымкент,2019,29,,261.4,14
14,г.Шымкент,2019,29,,263.2,15
15,г.Шымкент,2019,29,,265.0,16
16,г.Шымкент,2019,29,,266.8,17
17,г.Шымкент,2019,29,,268.6,18
18,г.Шымкент,2019,29,,270.4,19
19,г.Шымкент,2019,29,,272.2,20
150,Акмолинская,2020,77,,258.0,151
151,Акмолинская,2020,77,,259.8,152
152,Акмолинская,2020,77,,261.6,153
153,Акмолинская,2020,77,,263.4,154
154,Акмолинская,2020,77,,265.2,155
155,Акмолинская,2020,77,,267.0,156
156,Акмолинская,2020,77,,268.8,157
157,Акмолинская,2020,77,,270.6,158
158,Акмолинская,2020,77,,272.4,159
159,Акмолинская,2020,77,,274.2,160
150,Актюбинская,2020,135,,259.0,151
151,Актюбинская,2020,135,,260.8,152
152,Актюбинская,2020,135,,262.6,153
153,Актюбинская,2020,135,,264.4,154
154,Актюбинская,2020,135,,266.2,155
155,Актюбинская,2020,136,,268.0,156
156,Актюбинская,2020,136,,269.8,157
157,Актюбинская,2020,136,,271.6,158
158,Актюбинская,2020,136,,273.4,159
159,Актюбинская,2020,136,,275.2,160
150,Алматинская,2020,46,,260.0,151
151,Алматинская,2020,46,,261.8,152
152,Алматинская,2020,46,,263.6,153
153,Алматинская,2020,46,,265.4,154
154,Алматинская,2020,46,,267.2,155
155,Алматинская,2020,46,,269.0,156
156,Алматинская,2020,46,,270.8,157
157,Алматинская,2020,46,,272.6,158
158,Алматинская,2020,46,,274.4,159
159,Алматинская,2020,46,,276.2,160
159,Алматы,2020,40,,289.2,151
158,Алматы,2020,40,,287.4,152
157,Алматы,2020,41,,285.6,153
156,Алматы,2020,41,,283.8,154
155,Алматы,2020,42,,282.0,155
154,Алматы,2020,42,,280.2,156
153,Алматы,2020,42,,278.4,157
152,Алматы,2020,43,,276.6,158
151,Алматы,2020,43,,274.8,159
150,Алматы,2020,44,,273.0,160
150,Астана,2020,62,,272.0,151
151,Астана,2020,62,,273.8,152
152,Астана,2020,62,,275.6,153
153,Астана,2020,62,,277.4,154
154,Астана,2020,62,,279.2,155
155,Астана,2020,62,,281.0,156
156,Астана,2020,62,,282.8,157
157,Астана,2020,62,,284.6,158
158,Астана,2020,62,,286.4,159
159,Астана,2020,62,,288.2,160
150,Атырауская,2020,153,,261.0,151
151,Атырауская,2020,153,,262.8,152
152,Атырауская,2020,154,,264.6,153
153,Атырауская,2020,155,,266.4,154
154,Атырауская,2020,155,,268.2,155
155,Атырауская,2020,156,,270.0,156
156,Атырауская,2020,157,,271.8,157
157,Атырауская,2020,157,,273.6,158
158,Атырауская,2020,158,,275.4,159
159,Атырауская,2020,159,,277.2,160
150,ВКО,2020,127,,271.0,151
151,ВКО,2020,127,,272.8,152
152,ВКО,2020,127,,274.6,153
153,ВКО,2020,127,,276.4,154
154,ВКО,2020,127,,278.2,155
155,ВКО,2020,127,,280.0,156
156,ВКО,2020,127,,281.8,157
157,ВКО,2020,127,,283.6,158
158,ВКО,2020,127,,285.4,159
159,ВКО,2020,127,,287.2,160
150,Жамбылская,2020,55,,263.0,151
151,Жамбылская,2020,55,,264.8,152
152,Жамбылская,2020,55,,266.6,153
153,Жамбылская,2020,55,,268.4,154
154,Жамбылская,2020,55,,270.2,155
155,Жамбылская,2020,55,,272.0,156
156,Жамбылская,2020,55,,273.8,157
157,Жамбылская,2020,55,,275.6,158
158,Жамбылская,2020,55,,277.4,159
159,Жамбылская,2020,55,,279.2,160
159,ЗКО,2020,26,,278.2,151
158,ЗКО,2020,26,,276.4,152
157,ЗКО,2020,27,,274.6,153
156,ЗКО,2020,27,,272.8,154
155,ЗКО,2020,28,,271.0,155
154,ЗКО,2020,28,,269.2,156
153,ЗКО,2020,28,,267.4,157
152,ЗКО,2020,29,,265.6,158
151,ЗКО,2020,29,,263.8,159
150,ЗКО,2020,30,,262.0,160
159,Карагандинская,2020,574,,280.2,151
158,Карагандинская,2020,580,,278.4,152
157,Карагандинская,2020,586,,276.6,153
156,Карагандинская,2020,592,,274.8,154
155,Карагандинская,2020,598,,273.0,155
154,Карагандинская,2020,603,,271.2,156
153,Карагандинская,2020,609,,269.4,157
152,Карагандинская,2020,615,,267.6,158
151,Карагандинская,2020,621,,265.8,159
150,Карагандинская,2020,627,,264.0,160
150,Костанайская,2020,123,,265.0,151
151,Костанайская,2020,124,,266.8,152
152,Костанайская,2020,125,,268.6,153
153,Костанайская,2020,127,,270.4,154
154,Костанайская,2020,128,,272.2,155
155,Костанайская,2020,130,,274.0,156
156,Костанайская,2020,131,,275.8,157
157,Костанайская,2020,132,,277.6,158
158,Костанайская,2020,134,,279.4,159
159,Костанайская,2020,135,,281.2,160
150,Кызылординская,2020,28,,266.0,151
151,Кызылординская,2020,28,,267.8,152
152,Кызылординская,2020,28,,269.6,153
153,Кызылординская,2020,28,,271.4,154
154,Кызылординская,2020,28,,273.2,155
155,Кызылординская,2020,28,,275.0,156
156,Кызылординская,2020,28,,276.8,157
157,Кызылординская,2020,28,,278.6,158
158,Кызылординская,2020,28,,280.4,159
159,Кызылординская,2020,28,,282.2,160
150,Мангистауская,2020,72,,267.0,151
151,Мангистауская,2020,72,,268.8,152
152,Мангистауская,2020,72,,270.6,153
153,Мангистауская,2020,72,,272.4,154
154,Мангистауская,2020,73,,274.2,155
155,Мангистауская,2020,73,,276.0,156
156,Мангистауская,2020,73,,277.8,157
157,Мангистауская,2020,74,,279.6,158
158,Мангистауская,2020,74,,281.4,159
159,Мангистауская,2020,74,,283.2,160
150,Павлодарская,2020,723,,268.0,151
151,Павлодарская,2020,724,,269.8,152
152,Павлодарская,2020,725,,271.6,153
153,Павлодарская,2020,726,,273.4,154
154,Павлодарская,2020,728,,275.2,155
155,Павлодарская,2020,729,,277.0,156
156,Павлодарская,2020,730,,278.8,157
157,Павлодарская,2020,732,,280.6,158
158,Павлодарская,2020,733,,282.4,159
159,Павлодарская,2020,734,,284.2,160
159,Республика Казахстан,2020,2410,,273.2,151
158,Республика Казахстан,2020,2413,,271.4,152
157,Республика Казахстан,2020,2417,,269.6,153
156,Республика Казахстан,2020,2420,,267.8,154
155,Республика Казахстан,2020,2424,,266.0,155
154,Республика Казахстан,2020,2427,,264.2,156
153,Республика Казахстан,2020,2430,,262.4,157
152,Республика Казахстан,2020,2434,,260.6,158
151,Республика Казахстан,2020,2437,,258.8,159
150,Республика Казахстан,2020,2441,,257.0,160
159,СКО,2020,62,,285.2,151
158,СКО,2020,64,,283.4,152
157,СКО,2020,65,,281.6,153
156,СКО,2020,67,,279.8,154
155,СКО,2020,68,,278.0,155
154,СКО,2020,70,,276.2,156
153,СКО,2020,71,,274.4,157
152,СКО,2020,73,,272.6,158
151,СКО,2020,74,,270.8,159
150,СКО,2020,76,,269.0,160
20,Туркестанская ,2020,28,,270.0,21
21,Туркестанская ,2020,28,,271.8,22
