,Регион,Год,Выброс загрезнений(тыс.тонн),Unnamed: 0,index,ranks
105,Алматинская,2015,52,,181.5,105
104,Алматинская,2015,53,,179.8,106
103,Алматинская,2015,53,,178.1,107
102,Алматинская,2015,54,,176.4,108
101,Алматинская,2015,54,,174.7,109
100,Алматинская,2015,55,,173.0,110
109,Алматы,2015,38,,201.3,101
108,Алматы,2015,38,,199.6,102
107,Алматы,2015,38,,197.9,103
106,Алматы,2015,38,,196.2,104
105,Алматы,2015,38,,194.5,105
104,Алматы,2015,38,,192.8,106
103,Алматы,2015,38,,191.1,107
102,Алматы,2015,38,,189.4,108
101,Алматы,2015,38,,187.7,109
100,Алматы,2015,39,,186.0,110
100,Астана,2015,56,,185.0,101
101,Астана,2015,56,,186.7,102
102,Астана,2015,57,,188.4,103
103,Астана,2015,57,,190.1,104
104,Астана,2015,58,,191.8,105
105,Астана,2015,58,,193.5,106
106,Астана,2015,59,,195.2,107
107,Астана,2015,59,,196.9,108
108,Астана,2015,60,,198.6,109
109,Астана,2015,60,,200.3,110
100,Атырауская,2015,110,,174.0,101
101,Атырауская,2015,115,,175.7,102
102,Атырауская,2015,121,,177.4,103
103,Атырауская,2015,127,,179.1,104
104,Атырауская,2015,132,,180.8,105
105,Атырауская,2015,138,,182.5,106
106,Атырауская,2015,144,,184.2,107
107,Атырауская,2015,149,,185.9,108
108,Атырауская,2015,155,,187.6,109
109,Атырауская,2015,161,,189.3,110
100,ВКО,2015,127,,184.0,101
101,ВКО,2015,127,,185.7,102
102,ВКО,2015,127,,187.4,103
103,ВКО,2015,127,,189.1,104
104,ВКО,2015,127,,190.8,105
105,ВКО,2015,127,,192.5,106
106,ВКО,2015,127,,194.2,107
107,ВКО,2015,127,,195.9,108
108,ВКО,2015,127,,197.6,109
109,ВКО,2015,127,,199.3,110
100,Жамбылская,2015,41,,176.0,101
101,Жамбылская,2015,42,,177.7,102
102,Жамбылская,2015,43,,179.4,103
103,Жамбылская,2015,44,,181.1,104
104,Жамбылская,2015,45,,182.8,105
105,Жамбылская,2015,46,,184.5,106
106,Жамбылская,2015,47,,186.2,107
107,Жамбылская,2015,48,,187.9,108
108,Жамбылская,2015,49,,189.6,109
109,Жамбылская,2015,50,,191.3,110
100,ЗКО,2015,42,,175.0,101
101,ЗКО,2015,42,,176.7,102
102,ЗКО,2015,42,,178.4,103
103,ЗКО,2015,42,,180.1,104
104,ЗКО,2015,42,,181.8,105
105,ЗКО,2015,42,,183.5,106
106,ЗКО,2015,42,,185.2,107
107,ЗКО,2015,42,,186.9,108
108,ЗКО,2015,42,,188.6,109
109,ЗКО,2015,42,,190.3,110
109,Карагандинская,2015,593,,192.3,101
108,Карагандинская,2015,593,,190.6,102
107,Карагандинская,2015,593,,188.9,103
106,Карагандинская,2015,594,,187.2,104
105,Карагандинская,2015,594,,185.5,105
104,Карагандинская,2015,594,,183.8,106
103,Карагандинская,2015,595,,182.1,107
102,Карагандинская,2015,595,,180.4,108
101,Карагандинская,2015,595,,178.7,109
100,Карагандинская,2015,596,,177.0,110
100,Костанайская,2015,91,,178.0,101
101,Костанайская,2015,91,,179.7,102
102,Костанайская,2015,92,,181.4,103
103,Костанайская,2015,93,,183.1,104
104,Костанайская,2015,93,,184.8,105
105,Костанайская,2015,94,,186.5,106
106,Костанайская,2015,95,,188.2,107
107,Костанайская,2015,95,,189.9,108
108,Костанайская,2015,96,,191.6,109
109,Костанайская,2015,97,,193.3,110
100,Кызылординская,2015,30,,179.0,101
101,Кызылординская,2015,30,,180.7,102
102,Кызылординская,2015,30,,182.4,103
103,Кызылординская,2015,30,,184.1,104
104,Кызылординская,2015,30,,185.8,105
105,Кызылординская,2015,30,,187.5,106
106,Кызылординская,2015,30,,189.2,107
107,Кызылординская,2015,30,,190.9,108
108,Кызылординская,2015,30,,192.6,109
109,Кызылординская,2015,30,,194.3,110
109,Мангистауская,2015,65,,195.3,101
108,Мангистауская,2015,66,,193.6,102
107,Мангистауская,2015,67,,191.9,103
106,Мангистауская,2015,67,,190.2,104
105,Мангистауская,2015,68,,188.5,105
104,Мангистауская,2015,69,,186.8,106
103,Мангистауская,2015,69,,185.1,107
102,Мангистауская,2015,70,,183.4,108
101,Мангистауская,2015,71,,181.7,109
100,Мангистауская,2015,72,,180.0,110
109,Павлодарская,2015,543,,197.3,101
108,Павлодарская,2015,544,,195.6,102
107,Павлодарская,2015,545,,193.9,103
106,Павлодарская,2015,546,,192.2,104
105,Павлодарская,2015,547,,190.5,105
104,Павлодарская,2015,548,,188.8,106
103,Павлодарская,2015,549,,187.1,107
102,Павлодарская,2015,550,,185.4,108
101,Павлодарская,2015,551,,183.7,109
100,Павлодарская,2015,552,,182.0,110
100,Республика Казахстан,2015,2180,,170.0,101
101,Республика Казахстан,2015,2189,,171.7,102
102,Республика Казахстан,2015,2198,,173.4,103
103,Республика Казахстан,2015,2207,,175.1,104
104,Республика Казахстан,2015,2216,,176.8,105
105,Республика Казахстан,2015,2225,,178.5,106
106,Республика Казахстан,2015,2234,,180.2,107
107,Республика Казахстан,2015,2243,,181.9,108
108,Республика Казахстан,2015,2252,,183.6,109
109,Республика Казахстан,2015,2261,,185.3,110
100,СКО,2015,74,,183.0,101
101,СКО,2015,74,,184.7,102
102,СКО,2015,74,,186.4,103
103,СКО,2015,74,,188.1,104
104,СКО,2015,75,,189.8,105
105,СКО,2015,75,,191.5,106
106,СКО,2015,75,,193.2,107
107,СКО,2015,76,,194.9,108
108,СКО,2015,76,,196.6,109
109,СКО,2015,76,,198.3,110
100,Южно-Казахстанская,2015,69,,181.0,101
101,Южно-Казахстанская,2015,69,,182.7,102
102,Южно-Казахстанская,2015,69,,184.4,103
103,Южно-Казахстанская,2015,69,,186.1,104
104,Южно-Казахстанская,2015,70,,187.8,105
105,Южно-Казахстанская,2015,70,,189.5,106
106,Южно-Казахстанская,2015,70,,191.2,107
107,Южно-Казахстанская,2015,71,,192.9,108
108,Южно-Казахстанская,2015,71,,194.6,109
109,Южно-Казахстанская,2015,71,,196.3,110
119,Акмолинская,2016,86,,203.3,111
118,Акмолинская,2016,87,,201.6,112
117,Акмолинская,2016,88,,199.9,113
116,Акмолинская,2016,89,,198.2,114
115,Акмолинская,2016,90,,196.5,115
114,Акмолинская,2016,90,,194.8,116
113,Акмолинская,2016,91,,193.1,117
112,Акмолинская,2016,92,,191.4,118
111,Акмолинская,2016,93,,189.7,119
110,Акмолинская,2016,94,,188.0,120
110,Актюбинская,2016,155,,189.0,111
111,Актюбинская,2016,156,,190.7,112
112,Актюбинская,2016,157,,192.4,113
113,Актюбинская,2016,159,,194.1,114
114,Актюбинская,2016,160,,195.8,115
115,Актюбинская,2016,162,,197.5,116
116,Актюбинская,2016,163,,199.2,117
117,Актюбинская,2016,164,,200.9,118
118,Актюбинская,2016,166,,202.6,119
119,Актюбинская,2016,167,,204.3,120
119,Алматинская,2016,43,,205.3,111
118,Алматинская,2016,44,,203.6,112
117,Алматинская,2016,45,,201.9,113
116,Алматинская,2016,45,,200.2,114
115,Алматинская,2016,46,,198.5,115
114,Алматинская,2016,47,,196.8,116
113,Алматинская,2016,47,,195.1,117
112,Алматинская,2016,48,,193.4,118
111,Алматинская,2016,49,,191.7,119
110,Алматинская,2016,50,,190.0,120
110,Алматы,2016,38,,203.0,111
111,Алматы,2016,38,,204.7,112
112,Алматы,2016,38,,206.4,113
113,Алматы,2016,38,,208.1,114
114,Алматы,2016,39,,209.8,115
115,Алматы,2016,39,,211.5,116
116,Алматы,2016,39,,213.2,117
117,Алматы,2016,40,,214.9,118
118,Алматы,2016,40,,216.6,119
119,Алматы,2016,40,,218.3,120
119,Астана,2016,59,,217.3,111
118,Астана,2016,59,,215.6,112
117,Астана,2016,59,,213.9,113
116,Астана,2016,59,,212.2,114
115,Астана,2016,60,,210.5,115
114,Астана,2016,60,,208.8,116
113,Астана,2016,60,,207.1,117
112,Астана,2016,60,,205.4,118
111,Астана,2016,60,,203.7,119
110,Астана,2016,61,,202.0,120
110,Атырауская,2016,167,,191.0,111
111,Атырауская,2016,168,,192.7,112
112,Атырауская,2016,169,,194.4,113
113,Атырауская,2016,170,,196.1,114
114,Атырауская,2016,171,,197.8,115
115,Атырауская,2016,172,,199.5,116
116,Атырауская,2016,173,,201.2,117
117,Атырауская,2016,174,,202.9,118
118,Атырауская,2016,175,,204.6,119
119,Атырауская,2016,176,,206.3,120
110,ВКО,2016,128,,201.0,111
111,ВКО,2016,128,,202.7,112
112,ВКО,2016,128,,204.4,113
113,ВКО,2016,128,,206.1,114
114,ВКО,2016,128,,207.8,115
115,ВКО,2016,128,,209.5,116
116,ВКО,2016,128,,211.2,117
117,ВКО,2016,128,,212.9,118
118,ВКО,2016,128,,214.6,119
119,ВКО,2016,128,,216.3,120
119,Жамбылская,2016,51,,208.3,111
118,Жамбылская,2016,51,,206.6,112
117,Жамбылская,2016,51,,204.9,113
116,Жамбылская,2016,51,,203.2,114
115,Жамбылская,2016,51,,201.5,115
114,Жамбылская,2016,51,,199.8,116
113,Жамбылская,2016,51,,198.1,117
112,Жамбылская,2016,51,,196.4,118
111,Жамбылская,2016,51,,194.7,119
110,Жамбылская,2016,52,,193.0,120
119,ЗКО,2016,41,,207.3,111
118,ЗКО,2016,41,,205.6,112
117,ЗКО,2016,41,,203.9,113
116,ЗКО,2016,41,,202.2,114
115,ЗКО,2016,41,,200.5,115
114,ЗКО,2016,41,,198.8,116
113,ЗКО,2016,41,,197.1,117
112,ЗКО,2016,41,,195.4,118
111,ЗКО,2016,41,,193.7,119
110,ЗКО,2016,42,,192.0,120
110,Карагандинская,2016,593,,194.0,111
111,Карагандинская,2016,593,,195.7,112
112,Карагандинская,2016,594,,197.4,113
113,Карагандинская,2016,594,,199.1,114
114,Карагандинская,2016,595,,200.8,115
115,Карагандинская,2016,595,,202.5,116
116,Карагандинская,2016,596,,204.2,117
117,Карагандинская,2016,596,,205.9,118
118,Карагандинская,2016,597,,207.6,119
119,Карагандинская,2016,597,,209.3,120
110,Костанайская,2016,98,,195.0,111
111,Костанайская,2016,99,,196.7,112
112,Костанайская,2016,101,,198.4,113
113,Костанайская,2016,102,,200.1,114
114,Костанайская,2016,104,,201.8,115
115,Костанайская,2016,106,,203.5,116
116,Костанайская,2016,107,,205.2,117
117,Костанайская,2016,109,,206.9,118
118,Костанайская,2016,110,,208.6,119
119,Костанайская,2016,112,,210.3,120
119,Кызылординская,2016,27,,211.3,111
118,Кызылординская,2016,27,,209.6,112
117,Кызылординская,2016,27,,207.9,113
116,Кызылординская,2016,28,,206.2,114
115,Кызылординская,2016,28,,204.5,115
114,Кызылординская,2016,28,,202.8,116
113,Кызылординская,2016,29,,201.1,117
112,Кызылординская,2016,29,,199.4,118
111,Кызылординская,2016,29,,197.7,119
110,Кызылординская,2016,30,,196.0,120
119,Мангистауская,2016,62,,212.3,111
118,Мангистауская,2016,62,,210.6,112
117,Мангистауская,2016,62,,208.9,113
116,Мангистауская,2016,63,,207.2,114
115,Мангистауская,2016,63,,205.5,115
114,Мангистауская,2016,63,,203.8,116
113,Мангистауская,2016,64,,202.1,117
112,Мангистауская,2016,64,,200.4,118
111,Мангистауская,2016,64,,198.7,119
110,Мангистауская,2016,65,,197.0,120
110,Павлодарская,2016,542,,199.0,111
111,Павлодарская,2016,548,,200.7,112
112,Павлодарская,2016,555,,202.4,113
113,Павлодарская,2016,562,,204.1,114
114,Павлодарская,2016,568,,205.8,115
115,Павлодарская,2016,575,,207.5,116
116,Павлодарская,2016,582,,209.2,117
117,Павлодарская,2016,588,,210.9,118
118,Павлодарская,2016,595,,212.6,119
119,Павлодарская,2016,602,,214.3,120
110,Республика Казахстан,2016,2271,,187.0,111
111,Республика Казахстан,2016,2279,,188.7,112
112,Республика Казахстан,2016,2288,,190.4,113
113,Республика Казахстан,2016,2296,,192.1,114
114,Республика Казахстан,2016,2305,,193.8,115
115,Республика Казахстан,2016,2314,,195.5,116
116,Республика Казахстан,2016,2322,,197.2,117
117,Республика Казахстан,2016,2331,,198.9,118
118,Республика Казахстан,2016,2339,,200.6,119
119,Республика Казахстан,2016,2348,,202.3,120
119,СКО,2016,76,,215.3,111
118,СКО,2016,76,,213.6,112
117,СКО,2016,76,,211.9,113
116,СКО,2016,76,,210.2,114
115,СКО,2016,76,,208.5,115
114,СКО,2016,76,,206.8,116
113,СКО,2016,76,,205.1,117
112,СКО,2016,76,,203.4,118
111,СКО,2016,76,,201.7,119
110,СКО,2016,77,,200.0,120
119,Южно-Казахстанская,2016,68,,213.3,111
118,Южно-Казахстанская,2016,68,,211.6,112
117,Южно-Казахстанская,2016,69,,209.9,113
116,Южно-Казахстанская,2016,69,,208.2,114
115,Южно-Казахстанская,2016,70,,206.5,115
114,Южно-Казахстанская,2016,70,,204.8,116
113,Южно-Казахстанская,2016,70,,203.1,117
112,Южно-Казахстанская,2016,71,,201.4,118
111,Южно-Казахстанская,2016,71,,199.7,119
110,Южно-Казахстанская,2016,72,,198.0,120
129,Акмолинская,2017,84,,220.3,121
128,Акмолинская,2017,84,,218.6,122
127,Акмолинская,2017,84,,216.9,123
126,Акмолинская,2017,84,,215.2,124
125,Акмолинская,2017,85,,213.5,125
124,Акмолинская,2017,85,,211.8,126
123,Акмолинская,2017,85,,210.1,127
122,Акмолинская,2017,85,,208.4,128
121,Акмолинская,2017,85,,206.7,129
120,Акмолинская,2017,86,,205.0,130
129,Актюбинская,2017,159,,221.3,121
128,Актюбинская,2017,160,,219.6,122
127,Актюбинская,2017,161,,217.9,123
126,Актюбинская,2017,162,,216.2,124
125,Актюбинская,2017,163,,214.5,125
124,Актюбинская,2017,164,,212.8,126
123,Актюбинская,2017,165,,211.1,127
122,Актюбинская,2017,166,,209.4,128
121,Актюбинская,2017,167,,207.7,129
120,Актюбинская,2017,169,,206.0,130
120,Алматинская,2017,43,,207.0,121
121,Алматинская,2017,43,,208.7,122
122,Алматинская,2017,44,,210.4,123
123,Алматинская,2017,45,,212.1,124
124,Алматинская,2017,45,,213.8,125
125,Алматинская,2017,46,,215.5,126
126,Алматинская,2017,47,,217.2,127
127,Алматинская,2017,47,,218.9,128
128,Алматинская,2017,48,,220.6,129
129,Алматинская,2017,49,,222.3,130
120,Алматы,2017,41,,220.0,121
121,Алматы,2017,41,,221.7,122
122,Алматы,2017,41,,223.4,123
123,Алматы,2017,41,,225.1,124
124,Алматы,2017,41,,226.8,125
125,Алматы,2017,42,,228.5,126
126,Алматы,2017,42,,230.2,127
127,Алматы,2017,42,,231.9,128
128,Алматы,2017,42,,233.6,129
129,Алматы,2017,42,,235.3,130
129,Астана,2017,56,,234.3,121
128,Астана,2017,56,,232.6,122
127,Астана,2017,56,,230.9,123
126,Астана,2017,57,,229.2,124
125,Астана,2017,57,,227.5,125
124,Астана,2017,57,,225.8,126
123,Астана,2017,58,,224.1,127
122,Астана,2017,58,,222.4,128
121,Астана,2017,58,,220.7,129
120,Астана,2017,59,,219.0,130
129,Атырауская,2017,172,,223.3,121
128,Атырауская,2017,173,,221.6,122
127,Атырауская,2017,173,,219.9,123
126,Атырауская,2017,174,,218.2,124
125,Атырауская,2017,174,,216.5,125
124,Атырауская,2017,175,,214.8,126
123,Атырауская,2017,175,,213.1,127
122,Атырауская,2017,176,,211.4,128
121,Атырауская,2017,176,,209.7,129
120,Атырауская,2017,177,,208.0,130
120,ВКО,2017,129,,218.0,121
121,ВКО,2017,129,,219.7,122
122,ВКО,2017,129,,221.4,123
123,ВКО,2017,129,,223.1,124
124,ВКО,2017,129,,224.8,125
125,ВКО,2017,129,,226.5,126
126,ВКО,2017,129,,228.2,127
127,ВКО,2017,129,,229.9,128
128,ВКО,2017,129,,231.6,129
129,ВКО,2017,129,,233.3,130
120,Жамбылская,2017,51,,210.0,121
121,Жамбылская,2017,51,,211.7,122
122,Жамбылская,2017,51,,213.4,123
123,Жамбылская,2017,51,,215.1,124
124,Жамбылская,2017,51,,216.8,125
125,Жамбылская,2017,51,,218.5,126
126,Жамбылская,2017,51,,220.2,127
127,Жамбылская,2017,51,,221.9,128
128,Жамбылская,2017,51,,223.6,129
129,Жамбылская,2017,51,,225.3,130
120,ЗКО,2017,41,,209.0,121
121,ЗКО,2017,41,,210.7,122
122,ЗКО,2017,42,,212.4,123
123,ЗКО,2017,43,,214.1,124
124,ЗКО,2017,43,,215.8,125
125,ЗКО,2017,44,,217.5,126
126,ЗКО,2017,45,,219.2,127
127,ЗКО,2017,45,,220.9,128
128,ЗКО,2017,46,,222.6,129
129,ЗКО,2017,47,,224.3,130
129,Карагандинская,2017,588,,226.3,121
128,Карагандинская,2017,589,,224.6,122
127,Карагандинская,2017,590,,222.9,123
126,Карагандинская,2017,591,,221.2,124
125,Карагандинская,2017,592,,219.5,125
124,Карагандинская,2017,593,,217.8,126
123,Карагандинская,2017,594,,216.1,127
122,Карагандинская,2017,595,,214.4,128
121,Карагандинская,2017,596,,212.7,129
120,Карагандинская,2017,598,,211.0,130
120,Костанайская,2017,114,,212.0,121
121,Костанайская,2017,115,,213.7,122
122,Костанайская,2017,116,,215.4,123
123,Костанайская,2017,117,,217.1,124
124,Костанайская,2017,118,,218.8,125
125,Костанайская,2017,119,,220.5,126
126,Костанайская,2017,120,,222.2,127
127,Костанайская,2017,121,,223.9,128
128,Костанайская,2017,122,,225.6,129
129,Костанайская,2017,123,,227.3,130
129,Кызылординская,2017,26,,228.3,121
128,Кызылординская,2017,26,,226.6,122
127,Кызылординская,2017,26,,224.9,123
126,Кызылординская,2017,26,,223.2,124
125,Кызылординская,2017,26,,221.5,125
124,Кызылординская,2017,26,,219.8,126
123,Кызылординская,2017,26,,218.1,127
122,Кызылординская,2017,26,,216.4,128
121,Кызылординская,2017,26,,214.7,129
120,Кызылординская,2017,27,,213.0,130
120,Мангистауская,2017,62,,214.0,121
121,Мангистауская,2017,62,,215.7,122
122,Мангистауская,2017,62,,217.4,123
123,Мангистауская,2017,62,,219.1,124
124,Мангистауская,2017,63,,220.8,125
125,Мангистауская,2017,63,,222.5,126
126,Мангистауская,2017,63,,224.2,127
127,Мангистауская,2017,64,,225.9,128
128,Мангистауская,2017,64,,227.6,129
129,Мангистауская,2017,64,,229.3,130
120,Павлодарская,2017,609,,216.0,121
121,Павлодарская,2017,619,,217.6,122
122,Павлодарская,2017,629,,219.2,123
123,Павлодарская,2017,639,,220.8,124
124,Павлодарская,2017,649,,222.4,125
125,Павлодарская,2017,659,,224.0,126
126,Павлодарская,2017,669,,225.6,127
127,Павлодарская,2017,679,,227.2,128
128,Павлодарская,2017,689,,228.8,129
129,Павлодарская,2017,699,,230.4,130
120,Республика Казахстан,2017,2357,,204.0,121
121,Республика Казахстан,2017,2365,,205.7,122
122,Республика Казахстан,2017,2374,,207.4,123
123,Республика Казахстан,2017,2383,,209.1,124
124,Республика Казахстан,2017,2392,,210.8,125
125,Республика Казахстан,2017,2401,,212.5,126
126,Республика Казахстан,2017,2410,,214.2,127
127,Республика Казахстан,2017,2419,,215.9,128
128,Республика Казахстан,2017,2428,,217.6,129
129,Республика Казахстан,2017,2437,,219.3,130
129,СКО,2017,75,,231.4,121
128,СКО,2017,75,,229.8,122
127,СКО,2017,75,,228.2,123
126,СКО,2017,75,,226.6,124
125,СКО,2017,75,,225.0,125
124,СКО,2017,75,,223.4,126
123,СКО,2017,75,,221.8,127
122,СКО,2017,75,,220.2,128
121,СКО,2017,75,,218.6,129
120,СКО,2017,76,,217.0,130
120,Южно-Казахстанская,2017,68,,215.0,121
121,Южно-Казахстанская,2017,70,,226.7,122
122,Южно-Казахстанская,2017,72,,238.4,123
123,Южно-Казахстанская,2017,74,,250.1,124
124,Южно-Казахстанская,2017,76,,261.8,125
125,Южно-Казахстанская,2017,78,,273.5,126
126,Южно-Казахстанская,2017,80,,285.2,127
127,Южно-Казахстанская,2017,82,,296.9,128
128,Южно-Казахстанская,2017,84,,308.6,129
129,Южно-Казахстанская,2017,86,,320.3,130
139,Акмолинская,2018,76,,238.2,131
138,Акмолинская,2018,77,,236.4,132
137,Акмолинская,2018,78,,234.6,133
136,Акмолинская,2018,79,,232.8,134
135,Акмолинская,2018,80,,231.0,135
134,Акмолинская,2018,80,,229.2,136
133,Акмолинская,2018,81,,227.4,137
132,Акмолинская,2018,82,,225.6,138
131,Акмолинская,2018,83,,223.8,139
130,Акмолинская,2018,84,,222.0,140
139,Актюбинская,2018,138,,239.2,131
138,Актюбинская,2018,140,,237.4,132
137,Актюбинская,2018,142,,235.6,133
136,Актюбинская,2018,144,,233.8,134
135,Актюбинская,2018,147,,232.0,135
134,Актюбинская,2018,149,,230.2,136
133,Актюбинская,2018,151,,228.4,137
132,Актюбинская,2018,153,,226.6,138
131,Актюбинская,2018,155,,224.8,139
130,Актюбинская,2018,158,,223.0,140
139,Алматинская,2018,48,,240.2,131
138,Алматинская,2018,48,,238.4,132
137,Алматинская,2018,48,,236.6,133
136,Алматинская,2018,48,,234.8,134
135,Алматинская,2018,49,,233.0,135
134,Алматинская,2018,49,,231.2,136
133,Алматинская,2018,49,,229.4,137
132,Алматинская,2018,49,,227.6,138
131,Алматинская,2018,49,,225.8,139
130,Алматинская,2018,50,,224.0,140
130,Алматы,2018,43,,237.0,131
131,Алматы,2018,43,,238.8,132
132,Алматы,2018,43,,240.6,133
133,Алматы,2018,43,,242.4,134
134,Алматы,2018,44,,244.2,135
135,Алматы,2018,44,,246.0,136
136,Алматы,2018,44,,247.8,137
137,Алматы,2018,45,,249.6,138
138,Алматы,2018,45,,251.4,139
139,Алматы,2018,45,,253.2,140
130,Астана,2018,56,,236.0,131
131,Астана,2018,56,,237.8,132
132,Астана,2018,57,,239.6,133
133,Астана,2018,58,,241.4,134
134,Астана,2018,59,,243.2,135
135,Астана,2018,60,,245.0,136
136,Астана,2018,61,,246.8,137
137,Астана,2018,62,,248.6,138
138,Астана,2018,63,,250.4,139
139,Астана,2018,64,,252.2,140
139,Атырауская,2018,164,,241.2,131
138,Атырауская,2018,165,,239.4,132
137,Атырауская,2018,166,,237.6,133
136,Атырауская,2018,167,,235.8,134
135,Атырауская,2018,168,,234.0,135
134,Атырауская,2018,168,,232.2,136
133,Атырауская,2018,169,,230.4,137
132,Атырауская,2018,170,,228.6,138
131,Атырауская,2018,171,,226.8,139
130,Атырауская,2018,172,,225.0,140
139,ВКО,2018,128,,251.2,131
138,ВКО,2018,128,,249.4,132
137,ВКО,2018,128,,247.6,133
136,ВКО,2018,128,,245.8,134
135,ВКО,2018,129,,244.0,135
134,ВКО,2018,129,,242.2,136
133,ВКО,2018,129,,240.4,137
132,ВКО,2018,129,,238.6,138
131,ВКО,2018,129,,236.8,139
130,ВКО,2018,130,,235.0,140
130,Жамбылская,2018,52,,227.0,131
131,Жамбылская,2018,52,,228.8,132
132,Жамбылская,2018,52,,230.6,133
133,Жамбылская,2018,52,,232.4,134
134,Жамбылская,2018,53,,234.2,135
135,Жамбылская,2018,53,,236.0,136
136,Жамбылская,2018,53,,237.8,137
137,Жамбылская,2018,54,,239.6,138
138,Жамбылская,2018,54,,241.4,139
139,Жамбылская,2018,54,,243.2,140
139,ЗКО,2018,41,,242.2,131
138,ЗКО,2018,42,,240.4,132
137,ЗКО,2018,43,,238.6,133
136,ЗКО,2018,43,,236.8,134
135,ЗКО,2018,44,,235.0,135
134,ЗКО,2018,45,,233.2,136
133,ЗКО,2018,45,,231.4,137
132,ЗКО,2018,46,,229.6,138
131,ЗКО,2018,47,,227.8,139
130,ЗКО,2018,48,,226.0,140
130,Карагандинская,2018,587,,228.0,131
131,Карагандинская,2018,592,,229.8,132
132,Карагандинская,2018,597,,231.6,133
133,Карагандинская,2018,603,,233.4,134
134,Карагандинская,2018,608,,235.2,135
135,Карагандинская,2018,614,,237.0,136
136,Карагандинская,2018,619,,238.8,137
137,Карагандинская,2018,624,,240.6,138
138,Карагандинская,2018,630,,242.4,139
139,Карагандинская,2018,635,,244.2,140
130,Костанайская,2018,124,,229.0,131
131,Костанайская,2018,124,,230.8,132
132,Костанайская,2018,125,,232.6,133
133,Костанайская,2018,125,,234.4,134
134,Костанайская,2018,126,,236.2,135
135,Костанайская,2018,127,,238.0,136
136,Костанайская,2018,127,,239.8,137
137,Костанайская,2018,128,,241.6,138
138,Костанайская,2018,128,,243.4,139
139,Костанайская,2018,129,,245.2,140
139,Кызылординская,2018,24,,246.2,131
138,Кызылординская,2018,24,,244.4,132
137,Кызылординская,2018,24,,242.6,133
136,Кызылординская,2018,24,,240.8,134
135,Кызылординская,2018,25,,239.0,135
134,Кызылординская,2018,25,,237.2,136
133,Кызылординская,2018,25,,235.4,137
132,Кызылординская,2018,25,,233.6,138
131,Кызылординская,2018,25,,231.8,139
130,Кызылординская,2018,26,,230.0,140
139,Мангистауская,2018,64,,247.2,131
138,Мангистауская,2018,64,,245.4,132
137,Мангистауская,2018,64,,243.6,133
136,Мангистауская,2018,64,,241.8,134
135,Мангистауская,2018,64,,240.0,135
134,Мангистауская,2018,64,,238.2,136
133,Мангистауская,2018,64,,236.4,137
132,Мангистауская,2018,64,,234.6,138
131,Мангистауская,2018,64,,232.8,139
130,Мангистауская,2018,65,,231.0,140
130,Павлодарская,2018,709,,232.0,131
131,Павлодарская,2018,710,,233.8,132
132,Павлодарская,2018,711,,235.6,133
133,Павлодарская,2018,712,,237.4,134
134,Павлодарская,2018,713,,239.2,135
135,Павлодарская,2018,715,,241.0,136
136,Павлодарская,2018,716,,242.8,137
137,Павлодарская,2018,717,,244.6,138
138,Павлодарская,2018,718,,246.4,139
139,Павлодарская,2018,719,,248.2,140
130,Республика Казахстан,2018,2446,,221.0,131
131,Республика Казахстан,2018,2449,,222.8,132
132,Республика Казахстан,2018,2453,,224.6,133
133,Республика Казахстан,2018,2457,,226.4,134
134,Республика Казахстан,2018,2460,,228.2,135
135,Республика Казахстан,2018,2464,,230.0,136
136,Республика Казахстан,2018,2468,,231.8,137
137,Республика Казахстан,2018,2471,,233.6,138
138,Республика Казахстан,2018,2475,,235.4,139
139,Республика Казахстан,2018,2479,,237.2,140
139,СКО,2018,74,,249.2,131
138,СКО,2018,74,,247.4,132
137,СКО,2018,74,,245.6,133
136,СКО,2018,74,,243.8,134
135,СКО,2018,74,,242.0,135
134,СКО,2018,74,,240.2,136
133,СКО,2018,74,,238.4,137
132,СКО,2018,74,,236.6,138
131,СКО,2018,74,,234.8,139
130,СКО,2018,75,,233.0,140
0,Туркестанская ,2018,30,,234.0,1
1,Туркестанская ,2018,30,,235.8,2
2,Туркестанская ,2018,30,,237.6,3
3,Туркестанская ,2018,30,,239.4,4
4,Туркестанская ,2018,31,,241.2,5
5,Туркестанская ,2018,31,,243.0,6
6,Туркестанская ,2018,31,,244.8,7
7,Туркестанская ,2018,32,,246.6,8
8,Туркестанская ,2018,32,,248.4,9
9,Туркестанская ,2018,32,,250.2,10
9,г.Шымкент,2018,29,,254.2,1
8,г.Шымкент,2018,29,,252.4,2
7,г.Шымкент,2018,30,,250.6,3
6,г.Шымкент,2018,30,,248.8,4
5,г.Шымкент,2018,31,,247.0,5
4,г.Шымкент,2018,31,,245.2,6
3,г.Шымкент,2018,31,,243.4,7
2,г.Шымкент,2018,32,,241.6,8
1,г.Шымкент,2018,32,,239.8,9
0,г.Шымкент,2018,33,,238.0,10
140,Акмолинская,2019,76,,240.0,141
141,Акмолинская,2019,76,,241.8,142
142,Акмолинская,2019,76,,243.6,143
143,Акмолинская,2019,76,,245.4,144
144,Акмолинская,2019,76,,247.2,145
145,Акмолинская,2019,76,,249.0,146
146,Акмолинская,2019,76,,250.8,147
147,Акмолинская,2019,76,,252.6,148
148,Акмолинская,2019,76,,254.4,149
149,Акмолинская,2019,76,,256.2,150
149,Актюбинская,2019,135,,257.2,141
148,Актюбинская,2019,135,,255.4,142
