,Регион,Год,Выделенный бюджет на защиту экологии,Unnamed: 0,index,ranks
260,Абай,2048,4569245,339.0,868.0,261
261,Абай,2048,4569245,339.1,871.5,262
262,Абай,2048,4569245,339.2,875.0,263
263,Абай,2048,4569245,339.3,878.5,264
264,Абай,2048,4569245,339.4,882.0,265
265,Абай,2048,4569245,339.5,885.5,266
266,Абай,2048,4569245,339.6,889.0,267
267,Абай,2048,4569245,339.7,892.5,268
268,Абай,2048,4569245,339.8,896.0,269
269,Абай,2048,4569245,339.9,899.5,270
430,Акмолинская,2048,9984648,367.0,877.0,431
431,Акмолинская,2048,10008616,367.1,878.3,432
432,Акмолинская,2048,10032585,367.2,879.6,433
433,Акмолинская,2048,10056554,367.3,880.9,434
434,Акмолинская,2048,10080523,367.4,882.2,435
435,Акмолинская,2048,10104492,367.5,883.5,436
436,Акмолинская,2048,10128461,367.6,884.8,437
437,Акмолинская,2048,10152430,367.7,886.1,438
438,Акмолинская,2048,10176399,367.8,887.4,439
439,Акмолинская,2048,10200368,367.9,888.7,440
430,Актюбинская,2048,79825482,395.0,864.0,431
431,Актюбинская,2048,80009613,395.1,866.8,432
432,Актюбинская,2048,80193745,395.2,869.6,433
433,Актюбинская,2048,80377877,395.3,872.4,434
434,Актюбинская,2048,80562009,395.4,875.2,435
435,Актюбинская,2048,80746141,395.5,878.0,436
436,Актюбинская,2048,80930273,395.6,880.8,437
437,Актюбинская,2048,81114405,395.7,883.6,438
438,Актюбинская,2048,81298537,395.8,886.4,439
439,Актюбинская,2048,81482669,395.9,889.2,440
430,Алматинская,2048,4547814,423.0,883.0,431
431,Алматинская,2048,4557549,423.1,885.4,432
432,Алматинская,2048,4567284,423.2,887.8,433
433,Алматинская,2048,4577019,423.3,890.2,434
434,Алматинская,2048,4586754,423.4,892.6,435
435,Алматинская,2048,4596489,423.5,895.0,436
436,Алматинская,2048,4606224,423.6,897.4,437
437,Алматинская,2048,4615959,423.7,899.8,438
438,Алматинская,2048,4625694,423.8,902.2,439
439,Алматинская,2048,4635429,423.9,904.6,440
430,Алматы,2048,13387372,843.0,875.0,431
431,Алматы,2048,13416878,843.1,876.8,432
432,Алматы,2048,13446384,843.2,878.6,433
433,Алматы,2048,13475890,843.3,880.4,434
434,Алматы,2048,13505397,843.4,882.2,435
435,Алматы,2048,13534903,843.5,884.0,436
436,Алматы,2048,13564409,843.6,885.8,437
437,Алматы,2048,13593916,843.7,887.6,438
438,Алматы,2048,13623422,843.8,889.4,439
439,Алматы,2048,13652928,843.9,891.2,440
430,Астана,2048,7799478,871.0,884.0,431
431,Астана,2048,7818477,871.1,885.2,432
432,Астана,2048,7837476,871.2,886.4,433
433,Астана,2048,7856476,871.3,887.6,434
434,Астана,2048,7875475,871.4,888.8,435
435,Астана,2048,7894475,871.5,890.0,436
436,Астана,2048,7913474,871.6,891.2,437
437,Астана,2048,7932473,871.7,892.4,438
438,Астана,2048,7951473,871.8,893.6,439
439,Астана,2048,7970472,871.9,894.8,440
430,Атырауская,2048,129728030,451.0,878.0,431
431,Атырауская,2048,130023072,451.1,880.3,432
432,Атырауская,2048,130318114,451.2,882.6,433
433,Атырауская,2048,130613156,451.3,884.9,434
434,Атырауская,2048,130908198,451.4,887.2,435
435,Атырауская,2048,131203241,451.5,889.5,436
436,Атырауская,2048,131498283,451.6,891.8,437
437,Атырауская,2048,131793325,451.7,894.1,438
438,Атырауская,2048,132088367,451.8,896.4,439
439,Атырауская,2048,132383409,451.9,898.7,440
430,ВКО,2048,66366828,479.0,867.0,431
431,ВКО,2048,66517413,479.1,870.0,432
432,ВКО,2048,66667998,479.2,873.0,433
433,ВКО,2048,66818583,479.3,876.0,434
434,ВКО,2048,66969168,479.4,879.0,435
435,ВКО,2048,67119754,479.5,882.0,436
436,ВКО,2048,67270339,479.6,885.0,437
437,ВКО,2048,67420924,479.7,888.0,438
438,ВКО,2048,67571509,479.8,891.0,439
439,ВКО,2048,67722094,479.9,894.0,440
430,Жамбылская,2048,14655244,507.0,869.0,431
431,Жамбылская,2048,14689747,507.1,870.7,432
432,Жамбылская,2048,14724251,507.2,872.4,433
433,Жамбылская,2048,14758755,507.3,874.1,434
434,Жамбылская,2048,14793259,507.4,875.8,435
435,Жамбылская,2048,14827763,507.5,877.5,436
436,Жамбылская,2048,14862266,507.6,879.2,437
437,Жамбылская,2048,14896770,507.7,880.9,438
438,Жамбылская,2048,14931274,507.8,882.6,439
439,Жамбылская,2048,14965778,507.9,884.3,440
260,Жетісу,2048,973288,535.0,873.0,261
261,Жетісу,2048,973288,535.1,875.9,262
262,Жетісу,2048,973288,535.2,878.8,263
263,Жетісу,2048,973288,535.3,881.7,264
264,Жетісу,2048,973288,535.4,884.6,265
265,Жетісу,2048,973288,535.5,887.5,266
266,Жетісу,2048,973288,535.6,890.4,267
267,Жетісу,2048,973288,535.7,893.3,268
268,Жетісу,2048,973288,535.8,896.2,269
269,Жетісу,2048,973288,535.9,899.1,270
430,ЗКО,2048,32403900,563.0,871.0,431
431,ЗКО,2048,32482979,563.1,873.3,432
432,ЗКО,2048,32562059,563.2,875.6,433
433,ЗКО,2048,32641138,563.3,877.9,434
434,ЗКО,2048,32720218,563.4,880.2,435
435,ЗКО,2048,32799298,563.5,882.5,436
436,ЗКО,2048,32878377,563.6,884.8,437
437,ЗКО,2048,32957457,563.7,887.1,438
438,ЗКО,2048,33036536,563.8,889.4,439
439,ЗКО,2048,33115616,563.9,891.7,440
430,Карагандинская,2048,72474432,591.0,882.0,431
431,Карагандинская,2048,72629722,591.1,884.3,432
432,Карагандинская,2048,72785013,591.2,886.6,433
433,Карагандинская,2048,72940304,591.3,888.9,434
434,Карагандинская,2048,73095595,591.4,891.2,435
435,Карагандинская,2048,73250886,591.5,893.5,436
436,Карагандинская,2048,73406176,591.6,895.8,437
437,Карагандинская,2048,73561467,591.7,898.1,438
438,Карагандинская,2048,73716758,591.8,900.4,439
439,Карагандинская,2048,73872049,591.9,902.7,440
430,Костанайская,2048,22379836,619.0,881.0,431
431,Костанайская,2048,22416159,619.1,882.0,432
432,Костанайская,2048,22452483,619.2,883.0,433
433,Костанайская,2048,22488806,619.3,884.0,434
434,Костанайская,2048,22525130,619.4,885.0,435
435,Костанайская,2048,22561454,619.5,886.0,436
436,Костанайская,2048,22597777,619.6,887.0,437
437,Костанайская,2048,22634101,619.7,888.0,438
438,Костанайская,2048,22670424,619.8,889.0,439
439,Костанайская,2048,22706748,619.9,890.0,440
430,Кызылординская,2048,6709282,647.0,865.0,431
431,Кызылординская,2048,6721939,647.1,868.4,432
432,Кызылординская,2048,6734596,647.2,871.8,433
433,Кызылординская,2048,6747254,647.3,875.2,434
434,Кызылординская,2048,6759911,647.4,878.6,435
435,Кызылординская,2048,6772569,647.5,882.0,436
436,Кызылординская,2048,6785226,647.6,885.4,437
437,Кызылординская,2048,6797883,647.7,888.8,438
438,Кызылординская,2048,6810541,647.8,892.2,439
439,Кызылординская,2048,6823198,647.9,895.6,440
439,Мангистауская,2048,1992393,675.9,892.5,431
438,Мангистауская,2048,2024490,675.8,890.0,432
437,Мангистауская,2048,2056587,675.7,887.5,433
436,Мангистауская,2048,2088684,675.6,885.0,434
435,Мангистауская,2048,2120781,675.5,882.5,435
434,Мангистауская,2048,2152878,675.4,880.0,436
433,Мангистауская,2048,2184975,675.3,877.5,437
432,Мангистауская,2048,2217072,675.2,875.0,438
431,Мангистауская,2048,2249169,675.1,872.5,439
430,Мангистауская,2048,2281266,675.0,870.0,440
430,Павлодарская,2048,70594165,703.0,874.0,431
431,Павлодарская,2048,70745153,703.1,877.2,432
432,Павлодарская,2048,70896142,703.2,880.4,433
433,Павлодарская,2048,71047131,703.3,883.6,434
434,Павлодарская,2048,71198119,703.4,886.8,435
435,Павлодарская,2048,71349108,703.5,890.0,436
436,Павлодарская,2048,71500097,703.6,893.2,437
437,Павлодарская,2048,71651085,703.7,896.4,438
438,Павлодарская,2048,71802074,703.8,899.6,439
439,Павлодарская,2048,71953063,703.9,902.8,440
430,Республика Казахстан,2048,576293614,731.0,879.0,431
431,Республика Казахстан,2048,577547569,731.1,879.8,432
432,Республика Казахстан,2048,578801524,731.2,880.6,433
433,Республика Казахстан,2048,580055479,731.3,881.4,434
434,Республика Казахстан,2048,581309434,731.4,882.2,435
435,Республика Казахстан,2048,582563390,731.5,883.0,436
436,Республика Казахстан,2048,583817345,731.6,883.8,437
437,Республика Казахстан,2048,585071300,731.7,884.6,438
438,Республика Казахстан,2048,586325255,731.8,885.4,439
439,Республика Казахстан,2048,587579210,731.9,886.2,440
430,СКО,2048,11088780,759.0,885.0,431
431,СКО,2048,11116273,759.1,886.9,432
432,СКО,2048,11143767,759.2,888.8,433
433,СКО,2048,11171260,759.3,890.7,434
434,СКО,2048,11198754,759.4,892.6,435
435,СКО,2048,11226247,759.5,894.5,436
436,СКО,2048,11253741,759.6,896.4,437
437,СКО,2048,11281234,759.7,898.3,438
438,СКО,2048,11308728,759.8,900.2,439
439,СКО,2048,11336221,759.9,902.1,440
300,Туркестанская,2048,3225600,787.0,872.0,301
301,Туркестанская,2048,3231921,787.1,873.7,302
302,Туркестанская,2048,3238243,787.2,875.4,303
303,Туркестанская,2048,3244565,787.3,877.1,304
304,Туркестанская,2048,3250887,787.4,878.8,305
305,Туркестанская,2048,3257209,787.5,880.5,306
306,Туркестанская,2048,3263531,787.6,882.2,307
307,Туркестанская,2048,3269853,787.7,883.9,308
308,Туркестанская,2048,3276175,787.8,885.6,309
309,Туркестанская,2048,3282497,787.9,887.3,310
380,Южно-Казахстанская,2048,18867176,815.0,876.0,381
381,Южно-Казахстанская,2048,18910067,815.1,878.2,382
382,Южно-Казахстанская,2048,18952959,815.2,880.4,383
383,Южно-Казахстанская,2048,18995850,815.3,882.6,384
384,Южно-Казахстанская,2048,19038742,815.4,884.8,385
385,Южно-Казахстанская,2048,19081634,815.5,887.0,386
386,Южно-Казахстанская,2048,19124525,815.6,889.2,387
387,Южно-Казахстанская,2048,19167417,815.7,891.4,388
388,Южно-Казахстанская,2048,19210308,815.8,893.6,389
389,Южно-Казахстанская,2048,19253200,815.9,895.8,390
309,г.Шымкент,2048,801420,899.9,885.8,301
308,г.Шымкент,2048,819243,899.8,883.6,302
307,г.Шымкент,2048,837065,899.7,881.4,303
306,г.Шымкент,2048,854888,899.6,879.2,304
305,г.Шымкент,2048,872711,899.5,877.0,305
304,г.Шымкент,2048,890533,899.4,874.8,306
303,г.Шымкент,2048,908356,899.3,872.6,307
302,г.Шымкент,2048,926178,899.2,870.4,308
301,г.Шымкент,2048,944001,899.1,868.2,309
300,г.Шымкент,2048,961824,899.0,866.0,310
260,Ұлытау,2048,12860844,927.0,880.0,261
261,Ұлытау,2048,12860844,927.1,882.0,262
262,Ұлытау,2048,12860844,927.2,884.0,263
263,Ұлытау,2048,12860844,927.3,886.0,264
264,Ұлытау,2048,12860844,927.4,888.0,265
265,Ұлытау,2048,12860844,927.5,890.0,266
266,Ұлытау,2048,12860844,927.6,892.0,267
267,Ұлытау,2048,12860844,927.7,894.0,268
268,Ұлытау,2048,12860844,927.8,896.0,269
269,Ұлытау,2048,12860844,927.9,898.0,270
270,Абай,2049,4569245,340.0,903.0,271
271,Абай,2049,4569245,340.1,903.6,272
272,Абай,2049,4569245,340.2,904.2,273
273,Абай,2049,4569245,340.3,904.8,274
274,Абай,2049,4569245,340.4,905.4,275
275,Абай,2049,4569245,340.5,906.0,276
276,Абай,2049,4569245,340.6,906.6,277
277,Абай,2049,4569245,340.7,907.2,278
278,Абай,2049,4569245,340.8,907.8,279
279,Абай,2049,4569245,340.9,908.4,280
440,Акмолинская,2049,10224337,368.0,890.0,441
441,Акмолинская,2049,10248305,368.1,893.5,442
442,Акмолинская,2049,10272274,368.2,897.0,443
443,Акмолинская,2049,10296243,368.3,900.5,444
444,Акмолинская,2049,10320212,368.4,904.0,445
445,Акмолинская,2049,10344181,368.5,907.5,446
446,Акмолинская,2049,10368150,368.6,911.0,447
447,Акмолинская,2049,10392119,368.7,914.5,448
448,Акмолинская,2049,10416088,368.8,918.0,449
449,Акмолинская,2049,10440057,368.9,921.5,450
440,Актюбинская,2049,81666801,396.0,892.0,441
441,Актюбинская,2049,81850932,396.1,895.1,442
442,Актюбинская,2049,82035064,396.2,898.2,443
443,Актюбинская,2049,82219196,396.3,901.3,444
444,Актюбинская,2049,82403328,396.4,904.4,445
445,Актюбинская,2049,82587460,396.5,907.5,446
446,Актюбинская,2049,82771592,396.6,910.6,447
447,Актюбинская,2049,82955724,396.7,913.7,448
448,Актюбинская,2049,83139856,396.8,916.8,449
449,Актюбинская,2049,83323988,396.9,919.9,450
440,Алматинская,2049,4645165,424.0,907.0,441
441,Алматинская,2049,4654900,424.1,907.1,442
442,Алматинская,2049,4664635,424.2,907.2,443
443,Алматинская,2049,4674370,424.3,907.3,444
444,Алматинская,2049,4684105,424.4,907.4,445
445,Алматинская,2049,4693840,424.5,907.5,446
446,Алматинская,2049,4703575,424.6,907.6,447
447,Алматинская,2049,4713310,424.7,907.7,448
448,Алматинская,2049,4723045,424.8,907.8,449
449,Алматинская,2049,4732780,424.9,907.9,450
440,Алматы,2049,13682435,844.0,893.0,441
441,Алматы,2049,13711941,844.1,896.3,442
442,Алматы,2049,13741447,844.2,899.6,443
443,Алматы,2049,13770954,844.3,902.9,444
444,Алматы,2049,13800460,844.4,906.2,445
445,Алматы,2049,13829967,844.5,909.5,446
446,Алматы,2049,13859473,844.6,912.8,447
447,Алматы,2049,13888979,844.7,916.1,448
448,Алматы,2049,13918486,844.8,919.4,449
449,Алматы,2049,13947992,844.9,922.7,450
440,Астана,2049,7989472,872.0,896.0,441
441,Астана,2049,8008471,872.1,899.1,442
442,Астана,2049,8027470,872.2,902.2,443
443,Астана,2049,8046470,872.3,905.3,444
444,Астана,2049,8065469,872.4,908.4,445
445,Астана,2049,8084469,872.5,911.5,446
446,Астана,2049,8103468,872.6,914.6,447
447,Астана,2049,8122467,872.7,917.7,448
448,Астана,2049,8141467,872.8,920.8,449
449,Астана,2049,8160466,872.9,923.9,450
440,Атырауская,2049,132678452,452.0,901.0,441
441,Атырауская,2049,132973494,452.1,902.6,442
442,Атырауская,2049,133268536,452.2,904.2,443
