,Регион,Год,Выделенный бюджет на защиту экологии,Unnamed: 0,index,ranks
231,Костанайская,2028,15151433,599.1,438.8,232
232,Костанайская,2028,15187757,599.2,441.6,233
233,Костанайская,2028,15224080,599.3,444.4,234
234,Костанайская,2028,15260404,599.4,447.2,235
235,Костанайская,2028,15296728,599.5,450.0,236
236,Костанайская,2028,15333051,599.6,452.8,237
237,Костанайская,2028,15369375,599.7,455.6,238
238,Костанайская,2028,15405698,599.8,458.4,239
239,Костанайская,2028,15442022,599.9,461.2,240
230,Кызылординская,2028,4177801,627.0,424.0,231
231,Кызылординская,2028,4190458,627.1,426.5,232
232,Кызылординская,2028,4203115,627.2,429.0,233
233,Кызылординская,2028,4215773,627.3,431.5,234
234,Кызылординская,2028,4228430,627.4,434.0,235
235,Кызылординская,2028,4241088,627.5,436.5,236
236,Кызылординская,2028,4253745,627.6,439.0,237
237,Кызылординская,2028,4266402,627.7,441.5,238
238,Кызылординская,2028,4279060,627.8,444.0,239
239,Кызылординская,2028,4291717,627.9,446.5,240
239,Мангистауская,2028,8411784,655.9,453.8,231
238,Мангистауская,2028,8443881,655.8,450.6,232
237,Мангистауская,2028,8475978,655.7,447.4,233
236,Мангистауская,2028,8508075,655.6,444.2,234
235,Мангистауская,2028,8540172,655.5,441.0,235
234,Мангистауская,2028,8572269,655.4,437.8,236
233,Мангистауская,2028,8604366,655.3,434.6,237
232,Мангистауская,2028,8636463,655.2,431.4,238
231,Мангистауская,2028,8668560,655.1,428.2,239
230,Мангистауская,2028,8700657,655.0,425.0,240
230,Павлодарская,2028,40396409,683.0,426.0,231
231,Павлодарская,2028,40547397,683.1,428.6,232
232,Павлодарская,2028,40698386,683.2,431.2,233
233,Павлодарская,2028,40849375,683.3,433.8,234
234,Павлодарская,2028,41000364,683.4,436.4,235
235,Павлодарская,2028,41151353,683.5,439.0,236
236,Павлодарская,2028,41302341,683.6,441.6,237
237,Павлодарская,2028,41453330,683.7,444.2,238
238,Павлодарская,2028,41604319,683.8,446.8,239
239,Павлодарская,2028,41755308,683.9,449.4,240
230,Республика Казахстан,2028,325502582,711.0,430.0,231
231,Республика Казахстан,2028,326756537,711.1,433.7,232
232,Республика Казахстан,2028,328010492,711.2,437.4,233
233,Республика Казахстан,2028,329264447,711.3,441.1,234
234,Республика Казахстан,2028,330518402,711.4,444.8,235
235,Республика Казахстан,2028,331772358,711.5,448.5,236
236,Республика Казахстан,2028,333026313,711.6,452.2,237
237,Республика Казахстан,2028,334280268,711.7,455.9,238
238,Республика Казахстан,2028,335534223,711.8,459.6,239
239,Республика Казахстан,2028,336788178,711.9,463.3,240
230,СКО,2028,5590083,739.0,444.0,231
231,СКО,2028,5617576,739.1,445.5,232
232,СКО,2028,5645069,739.2,447.0,233
233,СКО,2028,5672563,739.3,448.5,234
234,СКО,2028,5700056,739.4,450.0,235
235,СКО,2028,5727550,739.5,451.5,236
236,СКО,2028,5755043,739.6,453.0,237
237,СКО,2028,5782536,739.7,454.5,238
238,СКО,2028,5810030,739.8,456.0,239
239,СКО,2028,5837523,739.9,457.5,240
100,Туркестанская,2028,1961228,767.0,433.0,101
101,Туркестанская,2028,1967549,767.1,435.7,102
102,Туркестанская,2028,1973871,767.2,438.4,103
103,Туркестанская,2028,1980193,767.3,441.1,104
104,Туркестанская,2028,1986515,767.4,443.8,105
105,Туркестанская,2028,1992837,767.5,446.5,106
106,Туркестанская,2028,1999159,767.6,449.2,107
107,Туркестанская,2028,2005481,767.7,451.9,108
108,Туркестанская,2028,2011803,767.8,454.6,109
109,Туркестанская,2028,2018125,767.9,457.3,110
180,Южно-Казахстанская,2028,10288844,795.0,434.0,181
181,Южно-Казахстанская,2028,10331735,795.1,435.9,182
182,Южно-Казахстанская,2028,10374627,795.2,437.8,183
183,Южно-Казахстанская,2028,10417519,795.3,439.7,184
184,Южно-Казахстанская,2028,10460410,795.4,441.6,185
185,Южно-Казахстанская,2028,10503302,795.5,443.5,186
186,Южно-Казахстанская,2028,10546194,795.6,445.4,187
187,Южно-Казахстанская,2028,10589085,795.7,447.3,188
188,Южно-Казахстанская,2028,10631977,795.8,449.2,189
189,Южно-Казахстанская,2028,10674869,795.9,451.1,190
109,г.Шымкент,2028,4365932,879.9,452.4,101
108,г.Шымкент,2028,4383755,879.8,449.8,102
107,г.Шымкент,2028,4401577,879.7,447.2,103
106,г.Шымкент,2028,4419400,879.6,444.6,104
105,г.Шымкент,2028,4437223,879.5,442.0,105
104,г.Шымкент,2028,4455045,879.4,439.4,106
103,г.Шымкент,2028,4472868,879.3,436.8,107
102,г.Шымкент,2028,4490690,879.2,434.2,108
101,г.Шымкент,2028,4508513,879.1,431.6,109
100,г.Шымкент,2028,4526336,879.0,429.0,110
60,Ұлытау,2028,12860844,907.0,432.0,61
61,Ұлытау,2028,12860844,907.1,433.4,62
62,Ұлытау,2028,12860844,907.2,434.8,63
63,Ұлытау,2028,12860844,907.3,436.2,64
64,Ұлытау,2028,12860844,907.4,437.6,65
65,Ұлытау,2028,12860844,907.5,439.0,66
66,Ұлытау,2028,12860844,907.6,440.4,67
67,Ұлытау,2028,12860844,907.7,441.8,68
68,Ұлытау,2028,12860844,907.8,443.2,69
69,Ұлытау,2028,12860844,907.9,444.6,70
70,Абай,2029,4569245,320.0,465.0,71
71,Абай,2029,4569245,320.1,465.4,72
72,Абай,2029,4569245,320.2,465.8,73
73,Абай,2029,4569245,320.3,466.2,74
74,Абай,2029,4569245,320.4,466.6,75
75,Абай,2029,4569245,320.5,467.0,76
76,Абай,2029,4569245,320.6,467.4,77
77,Абай,2029,4569245,320.7,467.8,78
78,Абай,2029,4569245,320.8,468.2,79
79,Абай,2029,4569245,320.9,468.6,80
240,Акмолинская,2029,5430559,348.0,462.0,241
241,Акмолинская,2029,5454527,348.1,463.6,242
242,Акмолинская,2029,5478496,348.2,465.2,243
243,Акмолинская,2029,5502465,348.3,466.8,244
244,Акмолинская,2029,5526434,348.4,468.4,245
245,Акмолинская,2029,5550403,348.5,470.0,246
246,Акмолинская,2029,5574371,348.6,471.6,247
247,Акмолинская,2029,5598340,348.7,473.2,248
248,Акмолинская,2029,5622309,348.8,474.8,249
249,Акмолинская,2029,5646278,348.9,476.4,250
240,Актюбинская,2029,44840421,376.0,450.0,241
241,Актюбинская,2029,45024552,376.1,452.9,242
242,Актюбинская,2029,45208684,376.2,455.8,243
243,Актюбинская,2029,45392816,376.3,458.7,244
244,Актюбинская,2029,45576948,376.4,461.6,245
245,Актюбинская,2029,45761080,376.5,464.5,246
246,Актюбинская,2029,45945212,376.6,467.4,247
247,Актюбинская,2029,46129344,376.7,470.3,248
248,Актюбинская,2029,46313476,376.8,473.2,249
249,Актюбинская,2029,46497608,376.9,476.1,250
240,Алматинская,2029,2698160,404.0,466.0,241
241,Алматинская,2029,2707895,404.1,468.0,242
242,Алматинская,2029,2717630,404.2,470.0,243
243,Алматинская,2029,2727365,404.3,472.0,244
244,Алматинская,2029,2737100,404.4,474.0,245
245,Алматинская,2029,2746835,404.5,476.0,246
246,Алматинская,2029,2756570,404.6,478.0,247
247,Алматинская,2029,2766305,404.7,480.0,248
248,Алматинская,2029,2776040,404.8,482.0,249
249,Алматинская,2029,2785775,404.9,484.0,250
240,Алматы,2029,7781164,824.0,451.0,241
241,Алматы,2029,7810670,824.1,454.0,242
242,Алматы,2029,7840176,824.2,457.0,243
243,Алматы,2029,7869683,824.3,460.0,244
244,Алматы,2029,7899189,824.4,463.0,245
245,Алматы,2029,7928696,824.5,466.0,246
246,Алматы,2029,7958202,824.6,469.0,247
247,Алматы,2029,7987708,824.7,472.0,248
248,Алматы,2029,8017215,824.8,475.0,249
249,Алматы,2029,8046721,824.9,478.0,250
240,Астана,2029,4189597,852.0,456.0,241
241,Астана,2029,4208596,852.1,457.2,242
242,Астана,2029,4227595,852.2,458.4,243
243,Астана,2029,4246595,852.3,459.6,244
244,Астана,2029,4265594,852.4,460.8,245
245,Астана,2029,4284594,852.5,462.0,246
246,Астана,2029,4303593,852.6,463.2,247
247,Астана,2029,4322592,852.7,464.4,248
248,Астана,2029,4341592,852.8,465.6,249
249,Астана,2029,4360591,852.9,466.8,250
240,Атырауская,2029,73670007,432.0,458.0,241
241,Атырауская,2029,73965049,432.1,460.7,242
242,Атырауская,2029,74260091,432.2,463.4,243
243,Атырауская,2029,74555133,432.3,466.1,244
244,Атырауская,2029,74850176,432.4,468.8,245
245,Атырауская,2029,75145218,432.5,471.5,246
246,Атырауская,2029,75440260,432.6,474.2,247
247,Атырауская,2029,75735303,432.7,476.9,248
248,Атырауская,2029,76030345,432.8,479.6,249
249,Атырауская,2029,76325387,432.9,482.3,250
240,ВКО,2029,37755656,460.0,448.0,241
241,ВКО,2029,37906241,460.1,451.9,242
242,ВКО,2029,38056826,460.2,455.8,243
243,ВКО,2029,38207411,460.3,459.7,244
244,ВКО,2029,38357996,460.4,463.6,245
245,ВКО,2029,38508581,460.5,467.5,246
246,ВКО,2029,38659166,460.6,471.4,247
247,ВКО,2029,38809751,460.7,475.3,248
248,ВКО,2029,38960336,460.8,479.2,249
249,ВКО,2029,39110921,460.9,483.1,250
240,Жамбылская,2029,8099521,488.0,454.0,241
241,Жамбылская,2029,8134024,488.1,455.6,242
242,Жамбылская,2029,8168528,488.2,457.2,243
243,Жамбылская,2029,8203032,488.3,458.8,244
244,Жамбылская,2029,8237536,488.4,460.4,245
245,Жамбылская,2029,8272040,488.5,462.0,246
246,Жамбылская,2029,8306543,488.6,463.6,247
247,Жамбылская,2029,8341047,488.7,465.2,248
248,Жамбылская,2029,8375551,488.8,466.8,249
249,Жамбылская,2029,8410055,488.9,468.4,250
70,Жетісу,2029,973288,516.0,461.0,71
71,Жетісу,2029,973288,516.1,463.1,72
72,Жетісу,2029,973288,516.2,465.2,73
73,Жетісу,2029,973288,516.3,467.3,74
74,Жетісу,2029,973288,516.4,469.4,75
75,Жетісу,2029,973288,516.5,471.5,76
76,Жетісу,2029,973288,516.6,473.6,77
77,Жетісу,2029,973288,516.7,475.7,78
78,Жетісу,2029,973288,516.8,477.8,79
79,Жетісу,2029,973288,516.9,479.9,80
240,ЗКО,2029,17378784,544.0,463.0,241
241,ЗКО,2029,17457863,544.1,463.9,242
242,ЗКО,2029,17536943,544.2,464.8,243
243,ЗКО,2029,17616022,544.3,465.7,244
244,ЗКО,2029,17695102,544.4,466.6,245
245,ЗКО,2029,17774182,544.5,467.5,246
246,ЗКО,2029,17853261,544.6,468.4,247
247,ЗКО,2029,17932341,544.7,469.3,248
248,ЗКО,2029,18011420,544.8,470.2,249
249,ЗКО,2029,18090500,544.9,471.1,250
240,Карагандинская,2029,42969174,572.0,447.0,241
241,Карагандинская,2029,43124464,572.1,449.7,242
242,Карагандинская,2029,43279755,572.2,452.4,243
243,Карагандинская,2029,43435046,572.3,455.1,244
244,Карагандинская,2029,43590337,572.4,457.8,245
245,Карагандинская,2029,43745628,572.5,460.5,246
246,Карагандинская,2029,43900918,572.6,463.2,247
247,Карагандинская,2029,44056209,572.7,465.9,248
248,Карагандинская,2029,44211500,572.8,468.6,249
249,Карагандинская,2029,44366791,572.9,471.3,250
240,Костанайская,2029,15478346,600.0,464.0,241
241,Костанайская,2029,15514669,600.1,464.7,242
242,Костанайская,2029,15550993,600.2,465.4,243
243,Костанайская,2029,15587317,600.3,466.1,244
244,Костанайская,2029,15623640,600.4,466.8,245
245,Костанайская,2029,15659964,600.5,467.5,246
246,Костанайская,2029,15696288,600.6,468.2,247
247,Костанайская,2029,15732611,600.7,468.9,248
248,Костанайская,2029,15768935,600.8,469.6,249
249,Костанайская,2029,15805259,600.9,470.3,250
240,Кызылординская,2029,4304375,628.0,449.0,241
241,Кызылординская,2029,4317032,628.1,451.6,242
242,Кызылординская,2029,4329689,628.2,454.2,243
243,Кызылординская,2029,4342347,628.3,456.8,244
244,Кызылординская,2029,4355004,628.4,459.4,245
245,Кызылординская,2029,4367662,628.5,462.0,246
246,Кызылординская,2029,4380319,628.6,464.6,247
247,Кызылординская,2029,4392976,628.7,467.2,248
248,Кызылординская,2029,4405634,628.8,469.8,249
249,Кызылординская,2029,4418291,628.9,472.4,250
249,Мангистауская,2029,8090814,656.9,485.8,241
248,Мангистауская,2029,8122911,656.8,482.6,242
247,Мангистауская,2029,8155008,656.7,479.4,243
246,Мангистауская,2029,8187105,656.6,476.2,244
245,Мангистауская,2029,8219202,656.5,473.0,245
244,Мангистауская,2029,8251299,656.4,469.8,246
243,Мангистауская,2029,8283396,656.3,466.6,247
242,Мангистауская,2029,8315493,656.2,463.4,248
241,Мангистауская,2029,8347590,656.1,460.2,249
240,Мангистауская,2029,8379687,656.0,457.0,250
240,Павлодарская,2029,41906297,684.0,452.0,241
241,Павлодарская,2029,42057285,684.1,455.2,242
242,Павлодарская,2029,42208274,684.2,458.4,243
243,Павлодарская,2029,42359263,684.3,461.6,244
244,Павлодарская,2029,42510252,684.4,464.8,245
245,Павлодарская,2029,42661241,684.5,468.0,246
246,Павлодарская,2029,42812229,684.6,471.2,247
247,Павлодарская,2029,42963218,684.7,474.4,248
248,Павлодарская,2029,43114207,684.8,477.6,249
249,Павлодарская,2029,43265196,684.9,480.8,250
240,Республика Казахстан,2029,338042134,712.0,467.0,241
241,Республика Казахстан,2029,339296089,712.1,467.6,242
242,Республика Казахстан,2029,340550044,712.2,468.2,243
243,Республика Казахстан,2029,341803999,712.3,468.8,244
244,Республика Казахстан,2029,343057954,712.4,469.4,245
245,Республика Казахстан,2029,344311909,712.5,470.0,246
246,Республика Казахстан,2029,345565864,712.6,470.6,247
247,Республика Казахстан,2029,346819819,712.7,471.2,248
248,Республика Казахстан,2029,348073774,712.8,471.8,249
249,Республика Казахстан,2029,349327729,712.9,472.4,250
240,СКО,2029,5865017,740.0,459.0,241
241,СКО,2029,5892510,740.1,460.8,242
242,СКО,2029,5920004,740.2,462.6,243
243,СКО,2029,5947497,740.3,464.4,244
244,СКО,2029,5974991,740.4,466.2,245
245,СКО,2029,6002484,740.5,468.0,246
246,СКО,2029,6029978,740.6,469.8,247
247,СКО,2029,6057471,740.7,471.6,248
248,СКО,2029,6084965,740.8,473.4,249
249,СКО,2029,6112458,740.9,475.2,250
110,Туркестанская,2029,2024447,768.0,460.0,111
111,Туркестанская,2029,2030768,768.1,462.8,112
112,Туркестанская,2029,2037090,768.2,465.6,113
113,Туркестанская,2029,2043412,768.3,468.4,114
114,Туркестанская,2029,2049734,768.4,471.2,115
115,Туркестанская,2029,2056056,768.5,474.0,116
116,Туркестанская,2029,2062377,768.6,476.8,117
117,Туркестанская,2029,2068699,768.7,479.6,118
118,Туркестанская,2029,2075021,768.8,482.4,119
119,Туркестанская,2029,2081343,768.9,485.2,120
190,Южно-Казахстанская,2029,10717761,796.0,453.0,191
191,Южно-Казахстанская,2029,10760652,796.1,456.0,192
192,Южно-Казахстанская,2029,10803544,796.2,459.0,193
193,Южно-Казахстанская,2029,10846436,796.3,462.0,194
194,Южно-Казахстанская,2029,10889327,796.4,465.0,195
195,Южно-Казахстанская,2029,10932219,796.5,468.0,196
196,Южно-Казахстанская,2029,10975111,796.6,471.0,197
197,Южно-Казахстанская,2029,11018002,796.7,474.0,198
198,Южно-Казахстанская,2029,11060894,796.8,477.0,199
199,Южно-Казахстанская,2029,11103786,796.9,480.0,200
119,г.Шымкент,2029,4187707,880.9,477.5,111
118,г.Шымкент,2029,4205530,880.8,475.0,112
117,г.Шымкент,2029,4223352,880.7,472.5,113
116,г.Шымкент,2029,4241175,880.6,470.0,114
115,г.Шымкент,2029,4258997,880.5,467.5,115
114,г.Шымкент,2029,4276820,880.4,465.0,116
113,г.Шымкент,2029,4294642,880.3,462.5,117
112,г.Шымкент,2029,4312465,880.2,460.0,118
111,г.Шымкент,2029,4330287,880.1,457.5,119
110,г.Шымкент,2029,4348110,880.0,455.0,120
70,Ұлытау,2029,12860844,908.0,446.0,71
71,Ұлытау,2029,12860844,908.1,449.0,72
72,Ұлытау,2029,12860844,908.2,452.0,73
73,Ұлытау,2029,12860844,908.3,455.0,74
74,Ұлытау,2029,12860844,908.4,458.0,75
75,Ұлытау,2029,12860844,908.5,461.0,76
76,Ұлытау,2029,12860844,908.6,464.0,77
77,Ұлытау,2029,12860844,908.7,467.0,78
78,Ұлытау,2029,12860844,908.8,470.0,79
79,Ұлытау,2029,12860844,908.9,473.0,80
80,Абай,2030,4569245,321.0,469.0,81
81,Абай,2030,4569245,321.1,472.8,82
82,Абай,2030,4569245,321.2,476.6,83
83,Абай,2030,4569245,321.3,480.4,84
84,Абай,2030,4569245,321.4,484.2,85
85,Абай,2030,4569245,321.5,488.0,86
86,Абай,2030,4569245,321.6,491.8,87
87,Абай,2030,4569245,321.7,495.6,88
88,Абай,2030,4569245,321.8,499.4,89
89,Абай,2030,4569245,321.9,503.2,90
250,Акмолинская,2030,5670247,349.0,478.0,251
251,Акмолинская,2030,5694215,349.1,480.6,252
252,Акмолинская,2030,5718184,349.2,483.2,253
253,Акмолинская,2030,5742153,349.3,485.8,254
254,Акмолинская,2030,5766122,349.4,488.4,255
255,Акмолинская,2030,5790091,349.5,491.0,256
256,Акмолинская,2030,5814060,349.6,493.6,257
257,Акмолинская,2030,5838029,349.7,496.2,258
258,Акмолинская,2030,5861998,349.8,498.8,259
259,Акмолинская,2030,5885967,349.9,501.4,260
250,Актюбинская,2030,46681740,377.0,479.0,251
251,Актюбинская,2030,46865871,377.1,480.7,252
252,Актюбинская,2030,47050003,377.2,482.4,253
253,Актюбинская,2030,47234135,377.3,484.1,254
254,Актюбинская,2030,47418267,377.4,485.8,255
255,Актюбинская,2030,47602399,377.5,487.5,256
256,Актюбинская,2030,47786531,377.6,489.2,257
257,Актюбинская,2030,47970663,377.7,490.9,258
258,Актюбинская,2030,48154795,377.8,492.6,259
259,Актюбинская,2030,48338927,377.9,494.3,260
250,Алматинская,2030,2795510,405.0,486.0,251
251,Алматинская,2030,2805245,405.1,486.8,252
252,Алматинская,2030,2814980,405.2,487.6,253
253,Алматинская,2030,2824715,405.3,488.4,254
254,Алматинская,2030,2834450,405.4,489.2,255
255,Алматинская,2030,2844185,405.5,490.0,256
256,Алматинская,2030,2853920,405.6,490.8,257
257,Алматинская,2030,2863655,405.7,491.6,258
258,Алматинская,2030,2873390,405.8,492.4,259
259,Алматинская,2030,2883125,405.9,493.2,260
250,Алматы,2030,8076228,825.0,481.0,251
251,Алматы,2030,8105734,825.1,482.7,252
252,Алматы,2030,8135240,825.2,484.4,253
253,Алматы,2030,8164746,825.3,486.1,254
254,Алматы,2030,8194253,825.4,487.8,255
255,Алматы,2030,8223759,825.5,489.5,256
256,Алматы,2030,8253265,825.6,491.2,257
257,Алматы,2030,8282772,825.7,492.9,258
258,Алматы,2030,8312278,825.8,494.6,259
259,Алматы,2030,8341784,825.9,496.3,260
250,Астана,2030,4379591,853.0,468.0,251
251,Астана,2030,4398590,853.1,471.3,252
252,Астана,2030,4417589,853.2,474.6,253
253,Астана,2030,4436589,853.3,477.9,254
254,Астана,2030,4455588,853.4,481.2,255
255,Астана,2030,4474588,853.5,484.5,256
256,Астана,2030,4493587,853.6,487.8,257
257,Астана,2030,4512586,853.7,491.1,258
258,Астана,2030,4531586,853.8,494.4,259
259,Астана,2030,4550585,853.9,497.7,260
250,Атырауская,2030,76620430,433.0,485.0,251
251,Атырауская,2030,76915472,433.1,486.5,252
252,Атырауская,2030,77210514,433.2,488.0,253
253,Атырауская,2030,77505556,433.3,489.5,254
254,Атырауская,2030,77800598,433.4,491.0,255
255,Атырауская,2030,78095641,433.5,492.5,256
256,Атырауская,2030,78390683,433.6,494.0,257
257,Атырауская,2030,78685725,433.7,495.5,258
258,Атырауская,2030,78980767,433.8,497.0,259
259,Атырауская,2030,79275809,433.9,498.5,260
250,ВКО,2030,39261507,461.0,487.0,251
251,ВКО,2030,39412092,461.1,488.8,252
252,ВКО,2030,39562677,461.2,490.6,253
253,ВКО,2030,39713262,461.3,492.4,254
254,ВКО,2030,39863847,461.4,494.2,255
255,ВКО,2030,40014432,461.5,496.0,256
256,ВКО,2030,40165017,461.6,497.8,257
257,ВКО,2030,40315602,461.7,499.6,258
258,ВКО,2030,40466187,461.8,501.4,259
259,ВКО,2030,40616772,461.9,503.2,260
250,Жамбылская,2030,8444559,489.0,470.0,251
251,Жамбылская,2030,8479062,489.1,473.9,252
252,Жамбылская,2030,8513566,489.2,477.8,253
253,Жамбылская,2030,8548070,489.3,481.7,254
254,Жамбылская,2030,8582574,489.4,485.6,255
255,Жамбылская,2030,8617078,489.5,489.5,256
256,Жамбылская,2030,8651581,489.6,493.4,257
257,Жамбылская,2030,8686085,489.7,497.3,258
258,Жамбылская,2030,8720589,489.8,501.2,259
259,Жамбылская,2030,8755093,489.9,505.1,260
80,Жетісу,2030,973288,517.0,482.0,81
81,Жетісу,2030,973288,517.1,482.9,82
82,Жетісу,2030,973288,517.2,483.8,83
83,Жетісу,2030,973288,517.3,484.7,84
84,Жетісу,2030,973288,517.4,485.6,85
85,Жетісу,2030,973288,517.5,486.5,86
86,Жетісу,2030,973288,517.6,487.4,87
87,Жетісу,2030,973288,517.7,488.3,88
88,Жетісу,2030,973288,517.8,489.2,89
89,Жетісу,2030,973288,517.9,490.1,90
250,ЗКО,2030,18169580,545.0,472.0,251
251,ЗКО,2030,18248659,545.1,475.8,252
252,ЗКО,2030,18327739,545.2,479.6,253
253,ЗКО,2030,18406818,545.3,483.4,254
254,ЗКО,2030,18485898,545.4,487.2,255
255,ЗКО,2030,18564977,545.5,491.0,256
256,ЗКО,2030,18644057,545.6,494.8,257
257,ЗКО,2030,18723136,545.7,498.6,258
258,ЗКО,2030,18802216,545.8,502.4,259
259,ЗКО,2030,18881295,545.9,506.2,260
250,Карагандинская,2030,44522082,573.0,474.0,251
251,Карагандинская,2030,44677372,573.1,475.6,252
252,Карагандинская,2030,44832663,573.2,477.2,253
253,Карагандинская,2030,44987954,573.3,478.8,254
254,Карагандинская,2030,45143245,573.4,480.4,255
255,Карагандинская,2030,45298536,573.5,482.0,256
256,Карагандинская,2030,45453827,573.6,483.6,257
257,Карагандинская,2030,45609118,573.7,485.2,258
258,Карагандинская,2030,45764409,573.8,486.8,259
259,Карагандинская,2030,45919700,573.9,488.4,260
250,Костанайская,2030,15841583,601.0,471.0,251
251,Костанайская,2030,15877906,601.1,473.1,252
252,Костанайская,2030,15914230,601.2,475.2,253
253,Костанайская,2030,15950553,601.3,477.3,254
254,Костанайская,2030,15986877,601.4,479.4,255
255,Костанайская,2030,16023201,601.5,481.5,256
256,Костанайская,2030,16059524,601.6,483.6,257
257,Костанайская,2030,16095848,601.7,485.7,258
258,Костанайская,2030,16132171,601.8,487.8,259
259,Костанайская,2030,16168495,601.9,489.9,260
250,Кызылординская,2030,4430949,629.0,475.0,251
251,Кызылординская,2030,4443606,629.1,476.8,252
252,Кызылординская,2030,4456263,629.2,478.6,253
253,Кызылординская,2030,4468921,629.3,480.4,254
254,Кызылординская,2030,4481578,629.4,482.2,255
255,Кызылординская,2030,4494236,629.5,484.0,256
256,Кызылординская,2030,4506893,629.6,485.8,257
257,Кызылординская,2030,4519550,629.7,487.6,258
258,Кызылординская,2030,4532208,629.8,489.4,259
259,Кызылординская,2030,4544865,629.9,491.2,260
259,Мангистауская,2030,7769845,657.9,506.1,251
258,Мангистауская,2030,7801942,657.8,504.2,252
257,Мангистауская,2030,7834039,657.7,502.3,253
256,Мангистауская,2030,7866136,657.6,500.4,254
255,Мангистауская,2030,7898233,657.5,498.5,255
254,Мангистауская,2030,7930330,657.4,496.6,256
253,Мангистауская,2030,7962427,657.3,494.7,257
252,Мангистауская,2030,7994524,657.2,492.8,258
251,Мангистауская,2030,8026621,657.1,490.9,259
250,Мангистауская,2030,8058718,657.0,489.0,260
250,Павлодарская,2030,43416185,685.0,484.0,251
251,Павлодарская,2030,43567173,685.1,486.2,252
252,Павлодарская,2030,43718162,685.2,488.4,253
253,Павлодарская,2030,43869151,685.3,490.6,254
254,Павлодарская,2030,44020139,685.4,492.8,255
255,Павлодарская,2030,44171128,685.5,495.0,256
256,Павлодарская,2030,44322117,685.6,497.2,257
257,Павлодарская,2030,44473105,685.7,499.4,258
258,Павлодарская,2030,44624094,685.8,501.6,259
259,Павлодарская,2030,44775083,685.9,503.8,260
250,Республика Казахстан,2030,350581685,713.0,473.0,251
251,Республика Казахстан,2030,351835640,713.1,475.9,252
252,Республика Казахстан,2030,353089595,713.2,478.8,253
253,Республика Казахстан,2030,354343550,713.3,481.7,254
254,Республика Казахстан,2030,355597505,713.4,484.6,255
255,Республика Казахстан,2030,356851461,713.5,487.5,256
256,Республика Казахстан,2030,358105416,713.6,490.4,257
257,Республика Казахстан,2030,359359371,713.7,493.3,258
258,Республика Казахстан,2030,360613326,713.8,496.2,259
259,Республика Казахстан,2030,361867281,713.9,499.1,260
250,СКО,2030,6139952,741.0,477.0,251
251,СКО,2030,6167445,741.1,479.2,252
252,СКО,2030,6194939,741.2,481.4,253
253,СКО,2030,6222432,741.3,483.6,254
254,СКО,2030,6249926,741.4,485.8,255
255,СКО,2030,6277419,741.5,488.0,256
256,СКО,2030,6304913,741.6,490.2,257
257,СКО,2030,6332406,741.7,492.4,258
258,СКО,2030,6359900,741.8,494.6,259
259,СКО,2030,6387393,741.9,496.8,260
120,Туркестанская,2030,2087665,769.0,488.0,121
121,Туркестанская,2030,2093986,769.1,488.9,122
122,Туркестанская,2030,2100308,769.2,489.8,123
123,Туркестанская,2030,2106630,769.3,490.7,124
124,Туркестанская,2030,2112952,769.4,491.6,125
125,Туркестанская,2030,2119274,769.5,492.5,126
126,Туркестанская,2030,2125596,769.6,493.4,127
127,Туркестанская,2030,2131918,769.7,494.3,128
128,Туркестанская,2030,2138240,769.8,495.2,129
129,Туркестанская,2030,2144562,769.9,496.1,130
200,Южно-Казахстанская,2030,11146678,797.0,483.0,201
201,Южно-Казахстанская,2030,11189569,797.1,484.2,202
202,Южно-Казахстанская,2030,11232461,797.2,485.4,203
203,Южно-Казахстанская,2030,11275352,797.3,486.6,204
204,Южно-Казахстанская,2030,11318244,797.4,487.8,205
205,Южно-Казахстанская,2030,11361136,797.5,489.0,206
206,Южно-Казахстанская,2030,11404027,797.6,490.2,207
207,Южно-Казахстанская,2030,11446919,797.7,491.4,208
208,Южно-Казахстанская,2030,11489810,797.8,492.6,209
209,Южно-Казахстанская,2030,11532702,797.9,493.8,210
129,г.Шымкент,2030,4009481,881.9,500.7,121
128,г.Шымкент,2030,4027304,881.8,498.4,122
127,г.Шымкент,2030,4045126,881.7,496.1,123
126,г.Шымкент,2030,4062949,881.6,493.8,124
125,г.Шымкент,2030,4080772,881.5,491.5,125
124,г.Шымкент,2030,4098594,881.4,489.2,126
123,г.Шымкент,2030,4116417,881.3,486.9,127
122,г.Шымкент,2030,4134239,881.2,484.6,128
121,г.Шымкент,2030,4152062,881.1,482.3,129
120,г.Шымкент,2030,4169885,881.0,480.0,130
80,Ұлытау,2030,12860844,909.0,476.0,81
81,Ұлытау,2030,12860844,909.1,479.5,82
82,Ұлытау,2030,12860844,909.2,483.0,83
83,Ұлытау,2030,12860844,909.3,486.5,84
84,Ұлытау,2030,12860844,909.4,490.0,85
85,Ұлытау,2030,12860844,909.5,493.5,86
86,Ұлытау,2030,12860844,909.6,497.0,87
87,Ұлытау,2030,12860844,909.7,500.5,88
88,Ұлытау,2030,12860844,909.8,504.0,89
89,Ұлытау,2030,12860844,909.9,507.5,90
90,Абай,2031,4569245,322.0,507.0,91
91,Абай,2031,4569245,322.1,508.0,92
92,Абай,2031,4569245,322.2,509.0,93
93,Абай,2031,4569245,322.3,510.0,94
94,Абай,2031,4569245,322.4,511.0,95
95,Абай,2031,4569245,322.5,512.0,96
